FundID,ISIN,CUSIP,Ticker,SEDOL,Basket Shares,Currency,Country Restriction,Trade Country,IDENTIFIER,CIN,SSC_ASSET_ID,ROUND LOT,TIP FACTOR,PAR,INTEREST RATE,MATURITY DATE,FUND TICKER,FUND NAME,BASKET DATE,CORPORATE ACTION FACTOR,INTEREST FACTOR,SUPPRESSPRICE,SUPPLEMENTAL_ID_1,SUPPLEMENTAL_ID_2,RIC,BBG,DERIV_TYPE
HRCL,,,CAT,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CAT..C685.20260220,,CAT   260220C00685000,CAT US 02/20/26 C685 EQUITY,OP
HRCL,,,CAT,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CAT..C705.20260220,,CAT   260220C00705000,CAT US 02/20/26 C705 EQUITY,OP
HRCL - TD,,,CAT,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CAT..P590.20260220,,CAT   260220P00590000,CAT US 02/20/26 P590 EQUITY,OP
HRCL - TD,,,CAT,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CAT..P605.20260220,,CAT   260220P00605000,CAT US 02/20/26 P605 EQUITY,OP
HRCL,,,CAT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CAT..C790.20260306,,CAT   260306C00790000,CAT US 03/06/26 C790 EQUITY,OP
HRCL - TD,,,CAT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CAT..P700.20260306,,CAT   260306P00700000,CAT US 03/06/26 P700 EQUITY,OP
HRTG,,,CCI,,-13,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CCI..C90.20260220,,CCI   260220C00090000,CCI US 02/20/26 C90 EQUITY,OP
HRQ2,,,CCO,,-219,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.CCO..C170.20260220,,CCO   260220C00170000,CCO CN 02/20/26 C170. Equity,OP
HRQ1,,,CCO,,-448,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.CCO..C170.20260220,,CCO   260220C00170000,CCO CN 02/20/26 C170. Equity,OP
HRTP,,,CFG,,-270,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CFG..C62-5.20260220,,CFG   260220C00062500,CFG US 02/20/26 C62.5 EQUITY,OP
HRQL,,,CIFR,,-463,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CIFR..C19.20260220,,CIFR  260220C00019000,CIFR US 02/20/26 C19 EQUITY,OP
HRQL,,,CLSK,,-346,USD,N,US,,,,,,,,,,,,,,,EO.US.US.CLSK..C14.20260220,,CLSK  260220C00014000,CLSK US 02/20/26 C14 EQUITY,OP
HRCJ,,,CM,,-8,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.CM..C130.20260220,,CM    260220C00130000,CM CN 02/20/26 C130. Equity,OP
